iteration,w,b,cost
778,0.928186,0.168009,0.0288049
779,0.925514,0.165337,0.0289841
780,0.92299,0.162813,0.0291691
781,0.920607,0.160429,0.029358
782,0.918356,0.158178,0.029549
783,0.92367,0.168807,0.0289122
784,0.92367,0.164118,0.0290921
785,0.92367,0.15956,0.0292881
786,0.928929,0.170076,0.0287147
787,0.926179,0.167326,0.028889
788,0.923581,0.164729,0.0290703
789,0.923581,0.160153,0.0292645
790,0.923581,0.155704,0.0294734
791,0.921379,0.153502,0.0296697
792,0.926737,0.164219,0.0289887
793,0.924211,0.161692,0.0291753
794,0.929436,0.172142,0.0286369
795,0.929436,0.167361,0.0287909
796,0.934546,0.177581,0.0283727
797,0.939478,0.187446,0.028128
798,0.935953,0.18392,0.0282287
799,0.932623,0.18059,0.0283514
800,0.929478,0.177446,0.0284919
801,0.929478,0.172517,0.0286247
802,0.929478,0.167724,0.0287772
803,0.929478,0.163065,0.0289474
804,0.929478,0.158536,0.0291336
805,0.929478,0.154132,0.0293344
806,0.929478,0.149851,0.0295482
807,0.934831,0.160556,0.0288803
808,0.932181,0.157907,0.0290714
809,0.937404,0.168351,0.0285428
810,0.942445,0.178433,0.0281985
811,0.942445,0.173477,0.0282951
812,0.939225,0.170257,0.0284446
813,0.939225,0.165527,0.0285826
814,0.944292,0.175662,0.0282142
815,0.94096,0.17233,0.0283528
816,0.937813,0.169183,0.0285084
817,0.937813,0.164484,0.0286537
818,0.937813,0.159915,0.0288162
819,0.942968,0.170225,0.0283603
820,0.939824,0.167081,0.0285198
821,0.939824,0.16244,0.0286683
822,0.94493,0.172652,0.0282627
823,0.941664,0.169386,0.0284111
824,0.938579,0.166301,0.028575
825,0.943641,0.176424,0.0282122
826,0.943641,0.171523,0.0283145
827,0.943641,0.166759,0.0284369
828,0.94866,0.176798,0.0281181
829,0.94866,0.171887,0.0282065
830,0.945312,0.168539,0.0283514
831,0.942149,0.165376,0.0285132
832,0.942149,0.160782,0.0286625
833,0.93929,0.157923,0.0288493
834,0.944463,0.168268,0.0283772
835,0.949456,0.178255,0.0280843
836,0.945908,0.174707,0.0282022
837,0.942558,0.171357,0.0283415
838,0.947521,0.181283,0.0280748
839,0.947521,0.176248,0.028146
840,0.947521,0.171352,0.0282396
841,0.95245,0.18121,0.0280088
842,0.948737,0.177497,0.0281063
843,0.953573,0.187168,0.0279611
844,0.953573,0.181968,0.0279887
845,0.949808,0.178203,0.0280796
846,0.949808,0.173253,0.028159
847,0.946389,0.169835,0.0282966
848,0.951347,0.179751,0.0280382
849,0.947706,0.176109,0.0281452
850,0.952567,0.185832,0.0279756
851,0.952567,0.18067,0.0280124
852,0.948866,0.176969,0.0281122
853,0.953708,0.186653,0.0279614
854,0.958381,0.196,0.0279584
855,0.954093,0.191711,0.0279556
856,0.954093,0.186386,0.0279586
857,0.950191,0.182484,0.0280258
858,0.946505,0.178798,0.0281231
859,0.946505,0.173832,0.028208
860,0.946505,0.169003,0.0283142
861,0.946505,0.164309,0.0284398
862,0.943427,0.16123,0.0286131
863,0.943427,0.156752,0.0287742
864,0.948587,0.167072,0.0283181
865,0.953568,0.177034,0.02804
866,0.949941,0.173406,0.0281539
867,0.946514,0.16998,0.0282906
868,0.946514,0.165258,0.0284124
869,0.946514,0.160668,0.0285522
870,0.943537,0.157691,0.0287357
871,0.940725,0.154879,0.0289286
872,0.94593,0.165289,0.0284251
873,0.950954,0.175337,0.0281039
874,0.947446,0.171829,0.0282308
875,0.944133,0.168516,0.0283781
876,0.941004,0.165387,0.0285415
877,0.946061,0.175501,0.0281847
878,0.946061,0.170626,0.028285
879,0.94282,0.167385,0.0284387
880,0.939758,0.164323,0.0286072
881,0.936867,0.161432,0.0287871
882,0.934137,0.158702,0.0289755
883,0.934137,0.154293,0.0291655
884,0.934137,0.150007,0.0293689
885,0.939455,0.160644,0.0287419
886,0.939455,0.156182,0.0289138
887,0.936799,0.153525,0.0291116
888,0.93429,0.151016,0.029314
889,0.93192,0.148647,0.0295191
890,0.93192,0.144518,0.0297426
891,0.93192,0.140503,0.0299762
892,0.937386,0.151435,0.0291874
893,0.934918,0.148968,0.0293928
894,0.932588,0.146637,0.0296002
895,0.937964,0.157389,0.0289103
896,0.943154,0.167768,0.0284203
897,0.943154,0.163108,0.0285585
898,0.943154,0.158577,0.0287137
899,0.94829,0.16885,0.0282808
900,0.945036,0.165596,0.0284371
901,0.945036,0.160997,0.0285791
902,0.942091,0.158051,0.028763
903,0.939309,0.15527,0.0289559
904,0.936682,0.152642,0.0291554
905,0.934201,0.150161,0.029359
906,0.939517,0.160793,0.0287348
907,0.939517,0.156326,0.0289061
908,0.936854,0.153664,0.0291035
909,0.936854,0.149395,0.0293029
910,0.934459,0.147,0.0295106
911,0.932196,0.144737,0.0297195
912,0.932196,0.140716,0.029952
913,0.93017,0.138691,0.0301617
914,0.93017,0.134839,0.0304114
915,0.93017,0.131093,0.0306684
916,0.935779,0.14231,0.0297157
917,0.935779,0.138357,0.0299467
918,0.935779,0.134514,0.0301863
919,0.935779,0.130778,0.0304334
920,0.941353,0.141926,0.0295259
921,0.941353,0.137983,0.0297468
922,0.939149,0.135779,0.029966
923,0.937068,0.133698,0.0301837
924,0.935102,0.131732,0.030399
925,0.933246,0.129876,0.0306109
926,0.93885,0.141084,0.0296662
927,0.94426,0.151903,0.0289455
928,0.941588,0.149232,0.0291498
929,0.941588,0.145087,0.0293517
930,0.941588,0.141057,0.0295645
931,0.941588,0.137138,0.0297869
932,0.947034,0.148029,0.0290295
933,0.95229,0.158542,0.0284788
934,0.949211,0.155463,0.0286624
935,0.946304,0.152556,0.0288569
936,0.951502,0.162953,0.0283647
937,0.948323,0.159773,0.028536
938,0.953407,0.169942,0.0281591
939,0.958315,0.179757,0.0279526
940,0.958315,0.174764,0.0280038
941,0.954618,0.171067,0.0281167
942,0.951127,0.167576,0.0282536
943,0.951127,0.162921,0.0283739
944,0.947959,0.159753,0.0285458
945,0.947959,0.155316,0.0287018
946,0.947959,0.151001,0.0288723
947,0.947959,0.146807,0.029056
948,0.945327,0.144174,0.0292683
949,0.942841,0.141688,0.0294843
950,0.942841,0.137752,0.0297028
951,0.948269,0.148609,0.0289654
952,0.945578,0.145918,0.0291747
953,0.943036,0.143376,0.0293884
954,0.948385,0.154074,0.0287371
955,0.945539,0.151227,0.0289353
956,0.945539,0.147027,0.0291234
957,0.950819,0.157588,0.0285461
958,0.955917,0.167782,0.0281587
959,0.955917,0.163122,0.0282671
960,0.960902,0.173092,0.0279913
961,0.965713,0.182716,0.0278763
962,0.96159,0.178593,0.0279272
963,0.957696,0.174699,0.028013
964,0.962508,0.184322,0.0278955
965,0.967153,0.193612,0.027923
966,0.962687,0.189146,0.0279011
967,0.967264,0.198299,0.0279836
968,0.962665,0.1937,0.0279289
969,0.958321,0.189357,0.0279242
970,0.962925,0.198565,0.0279816
971,0.967369,0.207453,0.0281659
972,0.971659,0.216032,0.0284641
973,0.971659,0.210031,0.0282709
974,0.971659,0.204197,0.0281176
975,0.966774,0.199312,0.0279983
976,0.962161,0.194699,0.0279386
977,0.966664,0.203705,0.0280779
978,0.971011,0.212398,0.0283357
979,0.965916,0.207304,0.0281529
980,0.961104,0.202492,0.028038
981,0.965506,0.211296,0.0282518
982,0.960595,0.206385,0.0281075
983,0.964947,0.215088,0.0283574
984,0.969147,0.223489,0.0287139
985,0.963796,0.218138,0.0284438
986,0.963796,0.212079,0.0282599
987,0.963796,0.206188,0.0281164
988,0.968128,0.214852,0.0283825
989,0.963046,0.209769,0.0281948
990,0.958245,0.204969,0.0280749
991,0.962633,0.213744,0.0282972
992,0.962633,0.207807,0.0281463
993,0.966951,0.216442,0.0284216
994,0.971118,0.224778,0.0288008
995,0.971118,0.218534,0.0285477
996,0.96585,0.213266,0.0283108
997,0.96585,0.207342,0.0281535
998,0.970152,0.215946,0.0284422
999,0.974305,0.224251,0.0288335
1000,0.968789,0.218735,0.0285237
1001,0.968789,0.212659,0.0283206
1002,0.968789,0.206752,0.0281586
1003,0.973079,0.215331,0.0284578
1004,0.967845,0.210098,0.028238
1005,0.967845,0.204262,0.0280954
1006,0.963064,0.199481,0.0279944
1007,0.967495,0.208342,0.028189
1008,0.971771,0.216895,0.0284963
1009,0.975899,0.225151,0.0289042
1010,0.975899,0.218897,0.0286334
1011,0.979971,0.22704,0.0290792
1012,0.983901,0.2349,0.0296104
1013,0.983901,0.228375,0.029239
1014,0.978005,0.222479,0.0288223
1015,0.982012,0.230493,0.029308
1016,0.98588,0.238229,0.0298747
1017,0.98588,0.231612,0.0294697
1018,0.98588,0.225178,0.029118
1019,0.989795,0.233008,0.0296616
1020,0.993574,0.240566,0.0302795
1021,0.98707,0.234062,0.029648
1022,0.980928,0.22792,0.0291454
1023,0.975126,0.222118,0.0287545
1024,0.969647,0.216639,0.0284599
1025,0.964473,0.211465,0.0282484
1026,0.959585,0.206578,0.028108
1027,0.95497,0.201962,0.0280284
1028,0.950611,0.197603,0.0280005
1029,0.946494,0.193486,0.0280164
1030,0.946494,0.188111,0.0280304
1031,0.946494,0.182886,0.0280718
1032,0.9429,0.179292,0.0281763
1033,0.939505,0.175898,0.0283036
1034,0.944427,0.185741,0.0280731
1035,0.944427,0.180581,0.0281314
1036,0.940955,0.177109,0.0282503
1037,0.937675,0.173829,0.0283895
1038,0.937675,0.169001,0.028517
1039,0.934712,0.166038,0.0286865
1040,0.934712,0.161425,0.0288506
1041,0.934712,0.156941,0.0290306
1042,0.934712,0.152582,0.0292248
1043,0.932287,0.150157,0.0294282
1044,0.932287,0.145986,0.029647
1045,0.932287,0.141931,0.0298764
1046,0.930225,0.139869,0.030086
1047,0.935712,0.150842,0.0292727
1048,0.941008,0.161434,0.0286708
1049,0.94612,0.171658,0.0282606
1050,0.94612,0.166889,0.0283766
1051,0.95112,0.176891,0.0280779
1052,0.95112,0.171977,0.0281598
1053,0.95112,0.1672,0.0282626
1054,0.947834,0.163913,0.0284203
1055,0.94473,0.160809,0.0285932
1056,0.94473,0.156342,0.0287528
1057,0.941922,0.153535,0.0289481
1058,0.947137,0.163965,0.028435
1059,0.944051,0.160879,0.0286086
1060,0.941136,0.157965,0.0287936
1061,0.941136,0.153577,0.0289706
1062,0.941136,0.149311,0.0291611
1063,0.946416,0.15987,0.0285812
1064,0.946416,0.155429,0.0287402
1065,0.946416,0.151111,0.0289137
1066,0.946416,0.146914,0.0291003
1067,0.946416,0.142833,0.0292985
1068,0.943937,0.140354,0.0295164
1069,0.943937,0.136455,0.0297358
1070,0.943937,0.132665,0.0299638
1071,0.943937,0.128979,0.0301992
1072,0.943937,0.125397,0.0304411
1073,0.949529,0.136581,0.0295203
1074,0.947137,0.134189,0.0297458
1075,0.947137,0.130462,0.0299723
1076,0.947137,0.126838,0.0302059
1077,0.945082,0.124783,0.0304333
1078,0.943141,0.122842,0.0306575
1079,0.948775,0.134108,0.0296884
1080,0.946472,0.131806,0.0299153
1081,0.951958,0.142777,0.0291178
1082,0.949326,0.140146,0.0293364
1083,0.946841,0.13766,0.0295582
1084,0.944494,0.135313,0.0297813
1085,0.949944,0.146214,0.0290208
1086,0.949944,0.142153,0.0292138
1087,0.947386,0.139594,0.0294331
1088,0.952757,0.150336,0.0287618
1089,0.952757,0.14616,0.0289374
1090,0.950009,0.143413,0.02915
1091,0.947414,0.140818,0.0293676
1092,0.947414,0.136906,0.0295792
1093,0.947414,0.133103,0.0297996
1094,0.947414,0.129406,0.0300278
1095,0.947414,0.125811,0.0302627
1096,0.94538,0.123777,0.0304904
1097,0.943459,0.121856,0.0307146
1098,0.941645,0.120042,0.0309346
1099,0.939931,0.118328,0.0311496
1100,0.938313,0.11671,0.0313592
1101,0.936785,0.115182,0.031563
1102,0.935341,0.113738,0.0317606
1103,0.941155,0.125366,0.0305673
1104,0.941155,0.121883,0.0308196
1105,0.946815,0.133204,0.0298168
1106,0.946815,0.129504,0.0300459
1107,0.95233,0.140534,0.0292155
1108,0.95233,0.13663,0.0294182
1109,0.95233,0.132835,0.0296299
1110,0.949965,0.130469,0.0298601
1111,0.94773,0.128235,0.0300899
1112,0.953257,0.139288,0.0292477
1113,0.958591,0.149957,0.0286206
1114,0.955576,0.146941,0.0288216
1115,0.952728,0.144094,0.0290316
1116,0.950039,0.141404,0.029248
1117,0.955366,0.152059,0.0286255
1118,0.960509,0.162344,0.0281974
1119,0.960509,0.157835,0.0283161
1120,0.957221,0.154547,0.0284917
1121,0.954117,0.151443,0.0286815
1122,0.959276,0.161762,0.0282352
1123,0.955914,0.1584,0.0283991
1124,0.952739,0.155224,0.028579
1125,0.952739,0.150913,0.0287395
1126,0.952739,0.146721,0.0289134
1127,0.957974,0.15719,0.0283898
1128,0.963027,0.167296,0.0280511
1129,0.963027,0.162649,0.0281449
1130,0.967969,0.172534,0.0279148
1131,0.964066,0.168631,0.0280134
1132,0.96038,0.164945,0.0281404
1133,0.956899,0.161464,0.0282905
1134,0.9619,0.171466,0.0280003
1135,0.966728,0.181121,0.0278724
1136,0.962621,0.177014,0.027929
1137,0.967366,0.186505,0.0278727
1138,0.963092,0.182231,0.0278955
1139,0.959055,0.178194,0.0279575
1140,0.955243,0.174382,0.0280522
1141,0.955243,0.169538,0.028135
1142,0.955243,0.164828,0.0282379
1143,0.951907,0.161493,0.0283974
1144,0.948757,0.158343,0.0285727
1145,0.953858,0.168545,0.0281798
1146,0.953858,0.163863,0.0282899
1147,0.958847,0.173841,0.0280087
1148,0.963663,0.183473,0.0278887
1149,0.963663,0.178377,0.0279087
1150,0.963663,0.173422,0.0279529
1151,0.959855,0.169614,0.0280587
1152,0.964723,0.179349,0.0278938
1153,0.969421,0.188746,0.0278787
1154,0.969421,0.183503,0.0278569
1155,0.974029,0.192719,0.0279194
1156,0.969398,0.188087,0.0278745
1157,0.973942,0.197176,0.0279872
1158,0.978329,0.20595,0.0282216
1159,0.978329,0.200229,0.0280752
1160,0.978329,0.194667,0.0279642
1161,0.978329,0.18926,0.027886
1162,0.973674,0.184605,0.0278469
1163,0.969277,0.180208,0.0278581
1164,0.965125,0.176056,0.0279115
1165,0.969866,0.185538,0.0278607
1166,0.969866,0.180385,0.0278544
1167,0.974515,0.189681,0.0278847
1168,0.974515,0.184412,0.0278444
1169,0.974515,0.17929,0.0278319
1170,0.970242,0.175017,0.0278729
1171,0.970242,0.170156,0.0279164
1172,0.966342,0.166256,0.0280208
1173,0.966342,0.161638,0.0281111
1174,0.971275,0.171504,0.0278919
1175,0.967309,0.167538,0.0279866
1176,0.972154,0.177227,0.027848
1177,0.968004,0.173078,0.027909
1178,0.964086,0.169159,0.0280049
1179,0.964086,0.16446,0.0280886
1180,0.968995,0.174279,0.027889
1181,0.968995,0.169438,0.0279389
1182,0.96515,0.165593,0.0280501
1183,0.96515,0.160993,0.0281458
1184,0.96515,0.156521,0.0282591
1185,0.96177,0.153141,0.0284323
1186,0.966853,0.163307,0.028068
1187,0.963237,0.159692,0.0282119
1188,0.959823,0.156277,0.0283768
1189,0.956598,0.153052,0.0285584
1190,0.961718,0.163292,0.0281534
1191,0.961718,0.158756,0.0282658
1192,0.961718,0.154346,0.0283948
1193,0.961718,0.150059,0.0285389
1194,0.966844,0.160311,0.0281324
1195,0.963312,0.156779,0.0282885
1196,0.963312,0.152424,0.0284209
1197,0.960097,0.149209,0.0286102
1198,0.957061,0.146173,0.0288119
1199,0.957061,0.142113,0.0289905
1200,0.96233,0.15265,0.0284356
1201,0.959136,0.149456,0.0286254
1202,0.959136,0.145305,0.0287903
1203,0.964346,0.155725,0.0282975
1204,0.969375,0.165783,0.0279871
1205,0.969375,0.161178,0.0280723
1206,0.974294,0.171015,0.027869
1207,0.979041,0.180511,0.02782
1208,0.983624,0.189677,0.02791
1209,0.988048,0.198524,0.0281246
1210,0.988048,0.19301,0.0279971
1211,0.983019,0.18798,0.027884
1212,0.978269,0.18323,0.0278334
1213,0.982819,0.192331,0.0279481
1214,0.977954,0.187466,0.0278661
1215,0.977954,0.182259,0.0278287
1216,0.973503,0.177808,0.0278385
1217,0.978162,0.187126,0.027863
1218,0.978162,0.181928,0.0278269
1219,0.973715,0.177481,0.0278381
1220,0.969516,0.173281,0.0278924
1221,0.965549,0.169315,0.0279829
1222,0.970381,0.178979,0.027854
1223,0.975045,0.188307,0.0278717
1224,0.970508,0.18377,0.027853
1225,0.975105,0.192964,0.0279253
1226,0.970436,0.188295,0.0278741
1227,0.970436,0.183065,0.0278519
1228,0.966172,0.178801,0.0278846
1229,0.970868,0.188193,0.0278727
1230,0.96645,0.183774,0.0278716
1231,0.962277,0.179602,0.0279139
1232,0.962277,0.174613,0.0279559
1233,0.967058,0.184175,0.0278687
1234,0.971673,0.193406,0.0279237
1235,0.976128,0.202315,0.0281064
1236,0.976128,0.196696,0.0279889
1237,0.971328,0.191895,0.0279056
1238,0.966794,0.187361,0.027878
1239,0.971367,0.196507,0.0279666
1240,0.975781,0.205335,0.0281793
1241,0.975781,0.199631,0.0280441
1242,0.975781,0.194086,0.0279438
1243,0.971062,0.189367,0.0278814
1244,0.966606,0.184911,0.0278719
1245,0.966606,0.179774,0.0278772
1246,0.966606,0.174781,0.0279075
1247,0.966606,0.169926,0.027961
1248,0.966606,0.165205,0.0280356
1249,0.966606,0.160616,0.0281294
1250,0.963072,0.157082,0.0282848
1251,0.968091,0.167121,0.0279828
1252,0.968091,0.162479,0.0280655
1253,0.964464,0.158852,0.0282103
1254,0.961039,0.155426,0.0283762
1255,0.961039,0.151109,0.0285181
1256,0.957923,0.147994,0.0287138
1257,0.954981,0.145051,0.0289202
1258,0.954981,0.141022,0.0291061
1259,0.952314,0.138356,0.0293273
1260,0.949796,0.135837,0.029552
1261,0.949796,0.132064,0.0297702
1262,0.949796,0.128395,0.0299959
1263,0.955306,0.139415,0.0291743
1264,0.952675,0.136784,0.029398
1265,0.952675,0.132984,0.0296087
1266,0.958101,0.143836,0.0288824
1267,0.963338,0.154312,0.0283606
1268,0.968394,0.164423,0.0280239
1269,0.964705,0.160734,0.0281596
1270,0.964705,0.156269,0.0282749
1271,0.969724,0.166307,0.0279742
1272,0.974569,0.175997,0.0278374
1273,0.970386,0.171815,0.0278975
1274,0.97515,0.181342,0.0278318
1275,0.97515,0.176305,0.0278331
1276,0.979819,0.185642,0.0278512
1277,0.979819,0.180485,0.0278187
1278,0.984396,0.189641,0.0279132
1279,0.988815,0.198479,0.0281319
1280,0.988815,0.192965,0.0280026
1281,0.993157,0.201649,0.0282797
1282,0.993157,0.196048,0.0281186
1283,0.997426,0.204586,0.0284493
1284,0.991815,0.198975,0.0281814
1285,0.986515,0.193675,0.0279983
1286,0.990863,0.202371,0.0282695
1287,0.990863,0.19675,0.0281102
1288,0.990863,0.191285,0.0279857
1289,0.990863,0.185971,0.0278933
1290,0.995288,0.194821,0.0281124
1291,0.990008,0.18954,0.0279459
1292,0.98502,0.184553,0.0278505
1293,0.98502,0.179426,0.0278104
1294,0.98502,0.174442,0.0277965
1295,0.980591,0.170013,0.0278294
1296,0.985309,0.179449,0.0278105
1297,0.985309,0.174464,0.0277959
1298,0.989932,0.183711,0.0278583
1299,0.989932,0.178608,0.0278101
1300,0.989932,0.173646,0.0277881
1301,0.989932,0.168823,0.0277904
1302,0.994601,0.178162,0.0278189
1303,0.994601,0.173213,0.0277876
1304,0.994601,0.168402,0.0277807
1305,0.994601,0.163724,0.0277961
1306,0.990204,0.159326,0.0278607
1307,0.990204,0.1549,0.0279246
1308,0.986173,0.150869,0.0280516
1309,0.982366,0.147063,0.0282076
1310,0.982366,0.142978,0.028332
1311,0.982366,0.139006,0.028469
1312,0.982366,0.135145,0.0286173
1313,0.982366,0.131391,0.0287758
1314,0.982366,0.127741,0.0289434
1315,0.979308,0.124682,0.0291827
1316,0.979308,0.121219,0.0293699
1317,0.984712,0.132028,0.0286912
1318,0.981469,0.128785,0.0289178
1319,0.986754,0.139354,0.0283682
1320,0.983251,0.135851,0.0285691
1321,0.983251,0.132078,0.0287241
1322,0.983251,0.128409,0.0288885
1323,0.983251,0.124842,0.0290611
1324,0.980248,0.121839,0.0293065
1325,0.980248,0.118455,0.0294974
1326,0.977507,0.115713,0.0297544
1327,0.977507,0.112499,0.0299595
1328,0.977507,0.109374,0.0301688
1329,0.975093,0.106961,0.030433
1330,0.972814,0.104681,0.0306954
1331,0.972814,0.101773,0.0309194
1332,0.970742,0.0997016,0.0311779
1333,0.976505,0.111227,0.0300808
1334,0.976505,0.108138,0.0302932
1335,0.976505,0.105134,0.0305088
1336,0.976505,0.102213,0.0307271
1337,0.974318,0.100027,0.0309913
1338,0.972253,0.0979617,0.0312515
1339,0.972253,0.0952406,0.0314799
1340,0.978067,0.106869,0.0303216
1341,0.98368,0.118094,0.0294093
1342,0.980853,0.115267,0.0296672
1343,0.978183,0.112597,0.0299285
1344,0.978183,0.109469,0.0301366
1345,0.983758,0.12062,0.0292668
1346,0.983758,0.11727,0.0294539
1347,0.983758,0.114012,0.0296466
1348,0.989232,0.12496,0.0288962
1349,0.994516,0.135527,0.0283543
1350,0.994516,0.131763,0.0284889
1351,0.991008,0.128255,0.0287051
1352,0.996234,0.138706,0.0282243
1353,0.992485,0.134958,0.0284114
1354,0.997608,0.145202,0.028035
1355,0.993641,0.141235,0.0281904
1356,0.998668,0.151289,0.0279066
1357,1.00352,0.160994,0.0277865
1358,1.00352,0.156522,0.027814
1359,1.00827,0.166014,0.0277895
1360,1.01285,0.175177,0.027903
1361,1.00762,0.169954,0.0278078
1362,1.00269,0.165021,0.0277784
1363,0.998033,0.160362,0.0278047
1364,1.00276,0.169824,0.0277887
1365,1.00733,0.178957,0.0279096
1366,1.01174,0.187773,0.0281531
1367,1.01599,0.196283,0.0285065
1368,1.01599,0.190831,0.0283163
1369,1.01599,0.18553,0.0281598
1370,1.02025,0.194043,0.0285151
1371,1.02436,0.202261,0.0289684
1372,1.02832,0.210193,0.0295086
1373,1.02832,0.204354,0.0291889
1374,1.03223,0.212173,0.0297631
1375,1.03223,0.20628,0.0294173
1376,1.03223,0.20055,0.0291144
1377,1.03223,0.194979,0.0288513
1378,1.02592,0.188667,0.028445
1379,1.01996,0.182706,0.0281495
1380,1.02423,0.191243,0.0284998
1381,1.01825,0.185258,0.0281895
1382,1.01259,0.179605,0.027976
1383,1.00725,0.174266,0.0278452
1384,1.00221,0.169224,0.0277849
1385,0.997449,0.164462,0.0277844
1386,0.997449,0.159893,0.0278107
1387,0.997449,0.155452,0.0278563
1388,1.00225,0.165058,0.0277783
1389,1.00689,0.174331,0.0278434
1390,1.00689,0.169488,0.0278014
1391,1.01143,0.178573,0.0279439
1392,1.01582,0.187343,0.0282072
1393,1.01582,0.182139,0.0280719
1394,1.01582,0.17708,0.0279665
1395,1.02019,0.18583,0.0282398
1396,1.01447,0.180107,0.0280089
1397,1.01881,0.188792,0.0283044
1398,1.01304,0.183025,0.0280537
1399,1.01736,0.191649,0.0283694
1400,1.01736,0.186326,0.0282044
1401,1.0117,0.180668,0.0279862
1402,1.00635,0.175324,0.0278512
1403,1.00131,0.170278,0.027787
1404,1.00588,0.179418,0.0279038
1405,1.00588,0.174435,0.027838
1406,1.01036,0.183396,0.0280267
1407,1.01036,0.178302,0.0279281
1408,1.01036,0.173349,0.0278571
1409,1.00526,0.168246,0.0277889
1410,1.00044,0.163427,0.0277824
1411,1.00511,0.17277,0.0278174
1412,1.00017,0.167829,0.0277786
1413,1.00017,0.163167,0.0277836
1414,1.00484,0.172521,0.027814
1415,1.00936,0.18155,0.0279764
1416,1.01372,0.190266,0.0282573
1417,1.00805,0.1846,0.0280243
1418,1.00805,0.179472,0.0279248
1419,1.00284,0.174263,0.0278191
1420,0.997922,0.169344,0.0277795
1421,1.00253,0.178557,0.0278648
1422,1.00698,0.187451,0.0280764
1423,1.00158,0.182051,0.0279087
1424,1.00158,0.176994,0.0278398
1425,1.00158,0.172077,0.0277972
1426,1.00158,0.167297,0.027779
1427,1.00619,0.176517,0.0278647
1428,1.01064,0.185417,0.0280768
1429,1.00519,0.179971,0.0279064
1430,1.0096,0.188788,0.0281478
1431,1.00409,0.183278,0.0279532
1432,1.00409,0.178187,0.0278712
1433,1.00409,0.173237,0.0278163
1434,0.999162,0.168311,0.0277786
1435,0.999162,0.163636,0.0277838
1436,1.00384,0.172991,0.027813
1437,0.998927,0.168079,0.0277783
1438,0.994288,0.16344,0.027799
1439,0.999002,0.172868,0.0277941
1440,0.994228,0.168094,0.0277816
1441,0.989719,0.163585,0.0278204
1442,0.994463,0.173073,0.0277869
1443,0.994463,0.168265,0.027781
1444,0.999109,0.177557,0.0278324
1445,0.999109,0.172625,0.027793
1446,1.00366,0.181731,0.0279216
1447,0.998512,0.176581,0.02782
1448,0.993648,0.171718,0.0277829
1449,0.998252,0.180925,0.0278676
1450,0.993275,0.175948,0.0277991
1451,0.988574,0.171247,0.0277893
1452,0.988574,0.16649,0.027806
1453,0.988574,0.161865,0.0278439
1454,0.99335,0.171417,0.0277825
1455,0.988773,0.16684,0.0278031
1456,0.993478,0.17625,0.0278013
1457,0.99802,0.185334,0.0279343
1458,0.992927,0.180241,0.0278323
1459,0.992927,0.175234,0.0277946
1460,0.992927,0.170366,0.027782
1461,0.988391,0.16583,0.0278111
1462,0.984107,0.161547,0.0278842
1463,0.980061,0.157501,0.027994
1464,0.980061,0.153126,0.0280873
1465,0.976361,0.149426,0.0282466
1466,0.976361,0.145275,0.0283758
1467,0.976361,0.14124,0.028518
1468,0.981508,0.151534,0.0281034
1469,0.986477,0.16147,0.0278645
1470,0.991272,0.171062,0.0277841
1471,0.991272,0.16631,0.0277953
1472,0.995967,0.1757,0.0278038
1473,1.0005,0.184765,0.0279461
1474,1.00487,0.193514,0.0282086
1475,0.999364,0.188003,0.0279987
1476,0.994159,0.182799,0.0278679
1477,0.994159,0.177721,0.0278137
1478,0.998676,0.186754,0.0279666
1479,0.993525,0.181603,0.0278497
1480,0.993525,0.176559,0.0278034
1481,0.993525,0.171655,0.0277828
1482,0.993525,0.166886,0.0277858
1483,0.989069,0.16243,0.0278348
1484,0.989069,0.157919,0.0278887
1485,0.984986,0.153836,0.0280034
1486,0.984986,0.149562,0.0280994
1487,0.981249,0.145825,0.0282636
1488,0.986298,0.155924,0.0279482
1489,0.986298,0.151592,0.0280338
1490,0.982468,0.147762,0.0281862
1491,0.982468,0.143658,0.0283082
1492,0.987539,0.153799,0.0279731
1493,0.992433,0.163589,0.0278061
1494,0.992433,0.159045,0.0278476
1495,0.992433,0.154627,0.0279077
1496,0.988348,0.150542,0.02803
1497,0.988348,0.14636,0.0281305
1498,0.988348,0.142295,0.028245
1499,0.993397,0.152393,0.0279359
1500,0.993397,0.14816,0.0280192
1501,0.99833,0.158025,0.0278229
1502,0.993987,0.153682,0.0279087
1503,0.998839,0.163385,0.0277853
1504,0.994332,0.158879,0.0278369
1505,0.994332,0.154466,0.0278935
1506,0.990199,0.150332,0.0280112
1507,0.995124,0.160181,0.0278196
1508,0.99081,0.155867,0.0279033
1509,0.99081,0.151538,0.0279793
1510,0.986855,0.147584,0.0281213
1511,0.986855,0.143484,0.0282349
1512,0.986855,0.139498,0.0283614
1513,0.983346,0.135989,0.0285616
1514,0.980031,0.132674,0.028778
1515,0.985271,0.143155,0.0282725
1516,0.981704,0.139587,0.0284619
1517,0.986837,0.149853,0.0280659
1518,0.991791,0.159762,0.027844
1519,0.991791,0.155324,0.0279027
1520,0.987705,0.151238,0.0280232
1521,0.992634,0.161096,0.0278251
1522,0.988364,0.156826,0.0279117
1523,0.984331,0.152793,0.0280339
1524,0.980522,0.148984,0.0281854
1525,0.980522,0.144845,0.0283074
1526,0.98559,0.154981,0.0279735
1527,0.981685,0.151077,0.028112
1528,0.977997,0.147389,0.0282765
1529,0.983047,0.157489,0.0279576
